instruction,input,output,text
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","With the recent popularity of animated GIFs on social media , there is need for ways to index them with rich meta-data .","The entities 'animated GIFs' of type MATERIAL, 'social media' of type MATERIAL and 'rich meta-data' of type MATERIAL are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: With the recent popularity of animated GIFs on social media , there is need for ways to index them with rich meta-data . ### Response: The entities 'animated GIFs' of type MATERIAL, 'social media' of type MATERIAL and 'rich meta-data' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","To advance research on animated GIF understanding , we collected a new dataset , Tumblr GIF -LRB- TGIF -RRB- , with 100K animated GIFs from Tumblr and 120K natural language descriptions obtained via crowdsourcing .","The entities 'animated GIF understanding' of type TASK, 'dataset' of type GENERIC, 'Tumblr GIF -LRB- TGIF -RRB-' of type MATERIAL, 'animated GIFs' of type MATERIAL, 'natural language descriptions' of type MATERIAL and 'crowdsourcing' of type METHOD are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: To advance research on animated GIF understanding , we collected a new dataset , Tumblr GIF -LRB- TGIF -RRB- , with 100K animated GIFs from Tumblr and 120K natural language descriptions obtained via crowdsourcing . ### Response: The entities 'animated GIF understanding' of type TASK, 'dataset' of type GENERIC, 'Tumblr GIF -LRB- TGIF -RRB-' of type MATERIAL, 'animated GIFs' of type MATERIAL, 'natural language descriptions' of type MATERIAL and 'crowdsourcing' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","The motivation for this work is to develop a testbed for image sequence description systems , where the task is to generate natural language descriptions for animated GIFs or video clips .","The entities 'image sequence description systems' of type TASK, 'natural language descriptions' of type MATERIAL, 'animated GIFs' of type MATERIAL and 'video clips' of type MATERIAL are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: The motivation for this work is to develop a testbed for image sequence description systems , where the task is to generate natural language descriptions for animated GIFs or video clips . ### Response: The entities 'image sequence description systems' of type TASK, 'natural language descriptions' of type MATERIAL, 'animated GIFs' of type MATERIAL and 'video clips' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","To ensure a high quality dataset , we developed a series of novel quality controls to validate free-form text input from crowd-workers .",The entities 'quality controls' of type METHOD and 'free-form text input' of type MATERIAL are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: To ensure a high quality dataset , we developed a series of novel quality controls to validate free-form text input from crowd-workers . ### Response: The entities 'quality controls' of type METHOD and 'free-form text input' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","We show that there is unambiguous association between visual content and natural language descriptions in our dataset , making it an ideal benchmark for the visual content captioning task .","The entities 'visual content' of type MATERIAL, 'natural language descriptions' of type MATERIAL, 'dataset' of type GENERIC, 'it' of type GENERIC and 'visual content captioning task' of type TASK are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: We show that there is unambiguous association between visual content and natural language descriptions in our dataset , making it an ideal benchmark for the visual content captioning task . ### Response: The entities 'visual content' of type MATERIAL, 'natural language descriptions' of type MATERIAL, 'dataset' of type GENERIC, 'it' of type GENERIC and 'visual content captioning task' of type TASK are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",We perform extensive statistical analyses to compare our dataset to existing image and video description datasets .,"The entities 'statistical analyses' of type OTHERSCIENTIFICTERM, 'dataset' of type GENERIC and 'image and video description datasets' of type MATERIAL are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: We perform extensive statistical analyses to compare our dataset to existing image and video description datasets . ### Response: The entities 'statistical analyses' of type OTHERSCIENTIFICTERM, 'dataset' of type GENERIC and 'image and video description datasets' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Next , we provide baseline results on the animated GIF description task , using three representative techniques : nearest neighbor , statistical machine translation , and recurrent neural networks .","The entities 'animated GIF description task' of type TASK, 'representative techniques' of type GENERIC, 'nearest neighbor' of type METHOD, 'statistical machine translation' of type METHOD and 'recurrent neural networks' of type METHOD are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Next , we provide baseline results on the animated GIF description task , using three representative techniques : nearest neighbor , statistical machine translation , and recurrent neural networks . ### Response: The entities 'animated GIF description task' of type TASK, 'representative techniques' of type GENERIC, 'nearest neighbor' of type METHOD, 'statistical machine translation' of type METHOD and 'recurrent neural networks' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Finally , we show that models fine-tuned from our animated GIF description dataset can be helpful for automatic movie description .",The entities 'animated GIF description dataset' of type MATERIAL and 'automatic movie description' of type TASK are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Finally , we show that models fine-tuned from our animated GIF description dataset can be helpful for automatic movie description . ### Response: The entities 'animated GIF description dataset' of type MATERIAL and 'automatic movie description' of type TASK are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Systemic grammar has been used for AI text generation work in the past , but the implementations have tended be ad hoc or inefficient .","The entities 'Systemic grammar' of type METHOD, 'AI text generation' of type TASK and 'implementations' of type GENERIC are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Systemic grammar has been used for AI text generation work in the past , but the implementations have tended be ad hoc or inefficient . ### Response: The entities 'Systemic grammar' of type METHOD, 'AI text generation' of type TASK and 'implementations' of type GENERIC are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",This paper presents an approach to systemic text generation where AI problem solving techniques are applied directly to an unadulterated systemic grammar .,"The entities 'approach' of type GENERIC, 'text generation' of type TASK, 'AI problem solving techniques' of type METHOD and 'systemic grammar' of type METHOD are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: This paper presents an approach to systemic text generation where AI problem solving techniques are applied directly to an unadulterated systemic grammar . ### Response: The entities 'approach' of type GENERIC, 'text generation' of type TASK, 'AI problem solving techniques' of type METHOD and 'systemic grammar' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",This approach is made possible by a special relationship between systemic grammar and problem solving : both are organized primarily as choosing from alternatives .,"The entities 'approach' of type GENERIC, 'systemic grammar' of type METHOD and 'problem solving' of type METHOD are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: This approach is made possible by a special relationship between systemic grammar and problem solving : both are organized primarily as choosing from alternatives . ### Response: The entities 'approach' of type GENERIC, 'systemic grammar' of type METHOD and 'problem solving' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","The result is simple , efficient text generation firmly based in a linguistic theory .",The entities 'text generation' of type TASK and 'linguistic theory' of type METHOD are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: The result is simple , efficient text generation firmly based in a linguistic theory . ### Response: The entities 'text generation' of type TASK and 'linguistic theory' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",In this paper a novel solution to automatic and unsupervised word sense induction -LRB- WSI -RRB- is introduced .,The entities 'solution' of type GENERIC and 'automatic and unsupervised word sense induction -LRB- WSI -RRB-' of type TASK are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: In this paper a novel solution to automatic and unsupervised word sense induction -LRB- WSI -RRB- is introduced . ### Response: The entities 'solution' of type GENERIC and 'automatic and unsupervised word sense induction -LRB- WSI -RRB-' of type TASK are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","It represents an instantiation of the one sense per collocation observation -LRB- Gale et al. , 1992 -RRB- .",The entities 'It' of type GENERIC and 'one sense per collocation observation' of type METHOD are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: It represents an instantiation of the one sense per collocation observation -LRB- Gale et al. , 1992 -RRB- . ### Response: The entities 'It' of type GENERIC and 'one sense per collocation observation' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",Like most existing approaches it utilizes clustering of word co-occurrences .,The entities 'it' of type GENERIC and 'clustering of word co-occurrences' of type METHOD are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Like most existing approaches it utilizes clustering of word co-occurrences . ### Response: The entities 'it' of type GENERIC and 'clustering of word co-occurrences' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",This approach differs from other approaches to WSI in that it enhances the effect of the one sense per collocation observation by using triplets of words instead of pairs .,"The entities 'approach' of type GENERIC, 'approaches' of type GENERIC, 'WSI' of type TASK, 'it' of type GENERIC, 'one sense per collocation observation' of type METHOD and 'triplets of words' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: This approach differs from other approaches to WSI in that it enhances the effect of the one sense per collocation observation by using triplets of words instead of pairs . ### Response: The entities 'approach' of type GENERIC, 'approaches' of type GENERIC, 'WSI' of type TASK, 'it' of type GENERIC, 'one sense per collocation observation' of type METHOD and 'triplets of words' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",The combination with a two-step clustering process using sentence co-occurrences as features allows for accurate results .,"The entities 'two-step clustering process' of type METHOD, 'sentence co-occurrences' of type OTHERSCIENTIFICTERM and 'features' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: The combination with a two-step clustering process using sentence co-occurrences as features allows for accurate results . ### Response: The entities 'two-step clustering process' of type METHOD, 'sentence co-occurrences' of type OTHERSCIENTIFICTERM and 'features' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Additionally , a novel and likewise automatic and unsupervised evaluation method inspired by Schutze 's -LRB- 1992 -RRB- idea of evaluation of word sense disambiguation algorithms is employed .",The entities 'automatic and unsupervised evaluation method' of type METRIC and 'word sense disambiguation algorithms' of type METHOD are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Additionally , a novel and likewise automatic and unsupervised evaluation method inspired by Schutze 's -LRB- 1992 -RRB- idea of evaluation of word sense disambiguation algorithms is employed . ### Response: The entities 'automatic and unsupervised evaluation method' of type METRIC and 'word sense disambiguation algorithms' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",Offering advantages like reproducability and independency of a given biased gold standard it also enables automatic parameter optimization of the WSI algorithm .,The entities 'automatic parameter optimization' of type METHOD and 'WSI algorithm' of type METHOD are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Offering advantages like reproducability and independency of a given biased gold standard it also enables automatic parameter optimization of the WSI algorithm . ### Response: The entities 'automatic parameter optimization' of type METHOD and 'WSI algorithm' of type METHOD are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",This abstract describes a natural language system which deals usefully with ungrammatical input and describes some actual and potential applications of it in computer aided second language learning .,"The entities 'natural language system' of type METHOD, 'ungrammatical input' of type OTHERSCIENTIFICTERM, 'it' of type GENERIC and 'computer aided second language learning' of type TASK are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: This abstract describes a natural language system which deals usefully with ungrammatical input and describes some actual and potential applications of it in computer aided second language learning . ### Response: The entities 'natural language system' of type METHOD, 'ungrammatical input' of type OTHERSCIENTIFICTERM, 'it' of type GENERIC and 'computer aided second language learning' of type TASK are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","However , this is not the only area in which the principles of the system might be used , and the aim in building it was simply to demonstrate the workability of the general mechanism , and provide a framework for assessing developments of it .","The entities 'this' of type GENERIC, 'system' of type GENERIC, 'it' of type GENERIC and 'it' of type GENERIC are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: However , this is not the only area in which the principles of the system might be used , and the aim in building it was simply to demonstrate the workability of the general mechanism , and provide a framework for assessing developments of it . ### Response: The entities 'this' of type GENERIC, 'system' of type GENERIC, 'it' of type GENERIC and 'it' of type GENERIC are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","In a motorized vehicle a number of easily measurable signals with frequency components related to the rotational speed of the engine can be found , e.g. , vibrations , electrical system voltage level , and ambient sound .","The entities 'measurable signals' of type MATERIAL, 'frequency components' of type METHOD, 'rotational speed of the engine' of type OTHERSCIENTIFICTERM, 'vibrations' of type OTHERSCIENTIFICTERM, 'electrical system voltage level' of type OTHERSCIENTIFICTERM and 'ambient sound' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: In a motorized vehicle a number of easily measurable signals with frequency components related to the rotational speed of the engine can be found , e.g. , vibrations , electrical system voltage level , and ambient sound . ### Response: The entities 'measurable signals' of type MATERIAL, 'frequency components' of type METHOD, 'rotational speed of the engine' of type OTHERSCIENTIFICTERM, 'vibrations' of type OTHERSCIENTIFICTERM, 'electrical system voltage level' of type OTHERSCIENTIFICTERM and 'ambient sound' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",These signals could potentially be used to estimate the speed and related states of the vehicle .,The entities 'signals' of type GENERIC and 'speed and related states of the vehicle' of type TASK are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: These signals could potentially be used to estimate the speed and related states of the vehicle . ### Response: The entities 'signals' of type GENERIC and 'speed and related states of the vehicle' of type TASK are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Unfortunately , such estimates would typically require the relations -LRB- scale factors -RRB- between the frequency components and the speed for different gears to be known .","The entities 'frequency components' of type METHOD, 'speed' of type OTHERSCIENTIFICTERM and 'gears' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Unfortunately , such estimates would typically require the relations -LRB- scale factors -RRB- between the frequency components and the speed for different gears to be known . ### Response: The entities 'frequency components' of type METHOD, 'speed' of type OTHERSCIENTIFICTERM and 'gears' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Consequently , in this article we look at the problem of estimating these gear scale factors from training data consisting only of speed measurements and measurements of the signal in question .","The entities 'gear scale factors' of type OTHERSCIENTIFICTERM, 'training data' of type GENERIC and 'speed measurements' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Consequently , in this article we look at the problem of estimating these gear scale factors from training data consisting only of speed measurements and measurements of the signal in question . ### Response: The entities 'gear scale factors' of type OTHERSCIENTIFICTERM, 'training data' of type GENERIC and 'speed measurements' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",The estimation problem is formulated as a maximum likelihood estimation problem and heuristics is used to find initial values for a numerical evaluation of the estimator .,"The entities 'estimation problem' of type TASK, 'maximum likelihood estimation problem' of type TASK, 'heuristics' of type METHOD and 'estimator' of type GENERIC are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: The estimation problem is formulated as a maximum likelihood estimation problem and heuristics is used to find initial values for a numerical evaluation of the estimator . ### Response: The entities 'estimation problem' of type TASK, 'maximum likelihood estimation problem' of type TASK, 'heuristics' of type METHOD and 'estimator' of type GENERIC are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","Finally , a measurement campaign is conducted and the functionality of the estimation method is verified on real data .",The entities 'estimation method' of type METHOD and 'real data' of type MATERIAL are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: Finally , a measurement campaign is conducted and the functionality of the estimation method is verified on real data . ### Response: The entities 'estimation method' of type METHOD and 'real data' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",LPC based speech coders operating at bit rates below 3.0 kbits/sec are usually associated with buzzy or metallic artefacts in the synthetic speech .,"The entities 'LPC based speech coders' of type METHOD, 'bit rates' of type OTHERSCIENTIFICTERM, 'buzzy or metallic artefacts' of type OTHERSCIENTIFICTERM and 'synthetic speech' of type MATERIAL are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: LPC based speech coders operating at bit rates below 3.0 kbits/sec are usually associated with buzzy or metallic artefacts in the synthetic speech . ### Response: The entities 'LPC based speech coders' of type METHOD, 'bit rates' of type OTHERSCIENTIFICTERM, 'buzzy or metallic artefacts' of type OTHERSCIENTIFICTERM and 'synthetic speech' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","These are mainly attributable to the simplifying assumptions made about the excitation source , which are usually required to maintain such low bit rates .",The entities 'excitation source' of type OTHERSCIENTIFICTERM and 'low bit rates' of type OTHERSCIENTIFICTERM are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: These are mainly attributable to the simplifying assumptions made about the excitation source , which are usually required to maintain such low bit rates . ### Response: The entities 'excitation source' of type OTHERSCIENTIFICTERM and 'low bit rates' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",In this paper a new LPC vocoder is presented which splits the LPC excitation into two frequency bands using a variable cutoff frequency .,"The entities 'LPC vocoder' of type METHOD, 'LPC excitation' of type OTHERSCIENTIFICTERM, 'frequency bands' of type OTHERSCIENTIFICTERM and 'variable cutoff frequency' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: In this paper a new LPC vocoder is presented which splits the LPC excitation into two frequency bands using a variable cutoff frequency . ### Response: The entities 'LPC vocoder' of type METHOD, 'LPC excitation' of type OTHERSCIENTIFICTERM, 'frequency bands' of type OTHERSCIENTIFICTERM and 'variable cutoff frequency' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","The lower band is responsible for representing the voiced parts of speech , whilst the upper band represents unvoiced speech .",The entities 'voiced parts of speech' of type MATERIAL and 'unvoiced speech' of type MATERIAL are identified from the given text.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: The lower band is responsible for representing the voiced parts of speech , whilst the upper band represents unvoiced speech . ### Response: The entities 'voiced parts of speech' of type MATERIAL and 'unvoiced speech' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","In doing so the coder 's performance during both mixed voicing speech and speech containing acoustic noise is greatly improved , producing soft natural sounding speech .","The entities 'coder' of type GENERIC, 'mixed voicing speech' of type MATERIAL, 'speech containing acoustic noise' of type MATERIAL and 'soft natural sounding speech' of type MATERIAL are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: In doing so the coder 's performance during both mixed voicing speech and speech containing acoustic noise is greatly improved , producing soft natural sounding speech . ### Response: The entities 'coder' of type GENERIC, 'mixed voicing speech' of type MATERIAL, 'speech containing acoustic noise' of type MATERIAL and 'soft natural sounding speech' of type MATERIAL are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM",The paper also describes new parameter determination and quantisation techniques vital to the operation of this coder at such low bit rates .,"The entities 'parameter determination' of type METHOD, 'quantisation techniques' of type METHOD, 'coder' of type GENERIC and 'low bit rates' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: The paper also describes new parameter determination and quantisation techniques vital to the operation of this coder at such low bit rates . ### Response: The entities 'parameter determination' of type METHOD, 'quantisation techniques' of type METHOD, 'coder' of type GENERIC and 'low bit rates' of type OTHERSCIENTIFICTERM are identified from the given text."
"In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM","We consider a problem of blind source separation from a set of instantaneous linear mixtures , where the mixing matrix is unknown .","The entities 'blind source separation' of type TASK, 'instantaneous linear mixtures' of type OTHERSCIENTIFICTERM and 'mixing matrix' of type OTHERSCIENTIFICTERM are identified from the given text.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: In the given sentence, find the entities of possible types - TASK, MATERIAL, METHOD, METRIC, GENERIC, OTHERSCIENTIFICTERM ### Input: We consider a problem of blind source separation from a set of instantaneous linear mixtures , where the mixing matrix is unknown . ### Response: The entities 'blind source separation' of type TASK, 'instantaneous linear mixtures' of type OTHERSCIENTIFICTERM and 'mixing matrix' of type OTHERSCIENTIFICTERM are identified from the given text."
